noise_level,noise_percent,replicate,seed,method,success,failure_reason,fitted_vmax,fitted_km,vmax_absolute_error,km_absolute_error,vmax_relative_error,km_relative_error,r2
0.03,3.0,14,12062,lineweaver_burk,True,,105.65291789468509,5.439924732433459,5.652917894685089,0.4399247324334592,0.05652917894685089,0.08798494648669183,0.9947692196920593
0.03,3.0,15,12063,nonlinear,True,,96.81136714508816,4.683861509650027,3.1886328549118446,0.31613849034997266,0.031886328549118444,0.06322769806999454,0.9936185599900264
0.03,3.0,15,12063,lineweaver_burk,True,,100.4841209100604,5.002520093622335,0.4841209100603976,0.0025200936223352954,0.004841209100603976,0.0005040187244670591,0.9912171935928276
0.03,3.0,16,12064,nonlinear,True,,98.34994789103335,4.813449015116228,1.6500521089666478,0.1865509848837723,0.016500521089666476,0.03731019697675446,0.9987039204945195
0.03,3.0,16,12064,lineweaver_burk,True,,97.0338264897305,4.759816215989204,2.966173510269499,0.24018378401079588,0.02966173510269499,0.04803675680215917,0.9982211699293603
0.03,3.0,17,12065,nonlinear,True,,100.26167419525865,5.1002200970121425,0.26167419525864943,0.10022009701214252,0.002616741952586494,0.020044019402428503,0.9977506602400336
0.03,3.0,17,12065,lineweaver_burk,True,,96.35663067595529,4.6373338324088325,3.6433693240447127,0.36266616759116754,0.036433693240447124,0.07253323351823351,0.9956405246895725
0.03,3.0,18,12066,nonlinear,True,,98.33677686756833,4.879762901280902,1.6632231324316678,0.12023709871909816,0.01663223132431668,0.02404741974381963,0.9996550711831974
0.03,3.0,18,12066,lineweaver_burk,True,,102.64864671139463,5.2723474507376045,2.6486467113946333,0.27234745073760447,0.02648646711394633,0.054469490147520894,0.9966128730328987
0.03,3.0,19,12067,nonlinear,True,,99.0349759287638,4.922123319366711,0.9650240712362006,0.07787668063328912,0.009650240712362005,0.015575336126657824,0.9984299537947583
0.03,3.0,19,12067,lineweaver_burk,True,,100.45951312489281,4.9310534597728175,0.4595131248928084,0.0689465402271825,0.004595131248928084,0.013789308045436498,0.9976221721650744
0.03,3.0,20,12068,nonlinear,True,,98.9539121031609,4.994164909973603,1.0460878968390972,0.0058350900263972605,0.010460878968390971,0.0011670180052794521,0.9989943937740984
0.03,3.0,20,12068,lineweaver_burk,True,,100.13069446511267,5.095860137494971,0.13069446511266847,0.09586013749497102,0.0013069446511266847,0.019172027498994205,0.9987595112044826
0.03,3.0,21,12069,nonlinear,True,,100.19483066395243,5.034448707308744,0.19483066395243043,0.034448707308744275,0.0019483066395243043,0.006889741461748855,0.999217417767622
0.03,3.0,21,12069,lineweaver_burk,True,,96.23768110582455,4.678531702283539,3.7623188941754506,0.3214682977164607,0.03762318894175451,0.06429365954329214,0.9966491733409225
0.03,3.0,22,12070,nonlinear,True,,98.25757911834313,4.805728813612188,1.7424208816568694,0.19427118638781238,0.017424208816568695,0.03885423727756247,0.9970862942526718
0.03,3.0,22,12070,lineweaver_burk,True,,99.74014168614018,4.9843043014066355,0.25985831385982294,0.015695698593364504,0.0025985831385982295,0.0031391397186729007,0.9967755613293668
0.03,3.0,23,12071,nonlinear,True,,95.87392295006971,4.860861055275321,4.126077049930288,0.13913894472467891,0.04126077049930288,0.02782778894493578,0.99383185238863
0.03,3.0,23,12071,lineweaver_burk,True,,96.64451876618587,4.91030819976616,3.3554812338141318,0.08969180023384027,0.03355481233814132,0.017938360046768055,0.9936952024098833
0.03,3.0,24,12072,nonlinear,True,,99.70075522077734,4.748141485459895,0.29924477922266135,0.2518585145401051,0.0029924477922266134,0.050371702908021024,0.9986137808162034
0.03,3.0,24,12072,lineweaver_burk,True,,102.6176106778102,5.136850178202608,2.6176106778102053,0.13685017820260814,0.026176106778102053,0.02737003564052163,0.9974557881560319
0.03,3.0,25,12073,nonlinear,True,,100.92107118151988,4.9462440932362055,0.9210711815198778,0.05375590676379449,0.009210711815198778,0.010751181352758899,0.9979515006885049
0.03,3.0,25,12073,lineweaver_burk,True,,104.41057555863095,5.33290319034975,4.410575558630953,0.33290319034975013,0.044105755586309525,0.06658063806995003,0.9963317491034246
0.03,3.0,26,12074,nonlinear,True,,98.16973867051428,4.834057914555517,1.8302613294857224,0.16594208544448286,0.018302613294857224,0.03318841708889657,0.9966850070897143
0.03,3.0,26,12074,lineweaver_burk,True,,100.2260347328288,4.978370874261032,0.2260347328287935,0.02162912573896758,0.002260347328287935,0.004325825147793516,0.9958290683342877
0.03,3.0,27,12075,nonlinear,True,,101.03559834440784,4.838113863673221,1.0355983444078447,0.16188613632677917,0.010355983444078447,0.032377227265355836,0.9956914649128795
0.03,3.0,27,12075,lineweaver_burk,True,,101.82484038735387,5.037883071115813,1.8248403873538734,0.03788307111581268,0.018248403873538734,0.007576614223162537,0.9954486664877753
0.03,3.0,28,12076,nonlinear,True,,98.62409722973278,4.841790808392038,1.375902770267217,0.15820919160796176,0.01375902770267217,0.031641838321592355,0.9971597404700817
0.03,3.0,28,12076,lineweaver_burk,True,,97.89641172485958,4.8523733571438905,2.1035882751404245,0.1476266428561095,0.021035882751404243,0.0295253285712219,0.9968999560332019
0.03,3.0,29,12077,nonlinear,True,,100.64432866256989,4.888489647000561,0.6443286625698903,0.11151035299943857,0.006443286625698903,0.022302070599887713,0.9971061838499088
0.03,3.0,29,12077,lineweaver_burk,True,,99.37104415795031,4.895671471993372,0.6289558420496917,0.1043285280066284,0.006289558420496917,0.02086570560132568,0.9964140343725988
0.03,3.0,30,12078,nonlinear,True,,101.96972199764666,5.105890242262324,1.9697219976466585,0.10589024226232358,0.019697219976466583,0.021178048452464716,0.9987373829850796
0.03,3.0,30,12078,lineweaver_burk,True,,104.89417037644061,5.320895642377916,4.894170376440613,0.32089564237791635,0.048941703764406125,0.06417912847558327,0.9972432056254684
0.03,3.0,31,12079,nonlinear,True,,100.61350444941988,5.082498788225252,0.613504449419878,0.08249878822525236,0.00613504449419878,0.01649975764505047,0.9991990672582421
0.03,3.0,31,12079,lineweaver_burk,True,,101.80345967350347,5.222537266228927,1.8034596735034683,0.2225372662289269,0.018034596735034682,0.04450745324578538,0.9990131315884819
0.03,3.0,32,12080,nonlinear,True,,96.81676053330037,4.739723280920501,3.183239466699632,0.26027671907949923,0.03183239466699632,0.052055343815899845,0.993784376628632
0.03,3.0,32,12080,lineweaver_burk,True,,102.57102536222762,5.305611224417587,2.5710253622276156,0.3056112244175866,0.025710253622276157,0.06112224488351732,0.9885101767680353
0.03,3.0,33,12081,nonlinear,True,,101.06740305462124,5.187394602241866,1.0674030546212379,0.18739460224186644,0.010674030546212378,0.03747892044837329,0.9992426541275949
0.03,3.0,33,12081,lineweaver_burk,True,,97.44545708626997,4.917712903663412,2.5545429137300317,0.0822870963365876,0.02554542913730032,0.01645741926731752,0.9968557691130276
0.03,3.0,34,12082,nonlinear,True,,99.47430804234935,4.812163163046928,0.5256919576506505,0.18783683695307207,0.0052569195765065045,0.03756736739061441,0.996525458333872
0.03,3.0,34,12082,lineweaver_burk,True,,102.71219985009101,5.161101880665892,2.712199850091011,0.1611018806658917,0.02712199850091011,0.03222037613317834,0.9950296893205354
0.03,3.0,35,12083,nonlinear,True,,100.72303533629801,4.902760175505685,0.7230353362980111,0.09723982449431468,0.0072303533629801105,0.019447964898862934,0.9967336124441137
0.03,3.0,35,12083,lineweaver_burk,True,,101.39257468464528,5.008109169192257,1.3925746846452824,0.008109169192256793,0.013925746846452824,0.0016218338384513587,0.996668910991862
0.03,3.0,36,12084,nonlinear,True,,101.08297698494766,5.090192554654998,1.0829769849476634,0.09019255465499842,0.010829769849476634,0.018038510930999684,0.9974254269533657
0.03,3.0,36,12084,lineweaver_burk,True,,99.4066415653393,5.00330846513463,0.5933584346607006,0.003308465134630012,0.005933584346607006,0.0006616930269260024,0.9967851891359599
0.03,3.0,37,12085,nonlinear,True,,101.9511111644287,5.356031706752767,1.9511111644286956,0.3560317067527672,0.019511111644286955,0.07120634135055344,0.9972211095922727
0.03,3.0,37,12085,lineweaver_burk,True,,97.48459214377775,4.840336163735564,2.5154078562222537,0.1596638362644356,0.025154078562222536,0.031932767252887115,0.9946125962247155
